,filename,id,page,content_x,tag,article_id
2228,dark-10747121_part01_page008.jpg,https://datalab.kb.se/dark-10747121#1-8-ARTICLE74742838-ZONE1146015987,8,"Talmannens drag att inleda samtal med Valmyndigheten örn ett eventuellt extraval ökar pressen på partiledarna. En av nyckelpersonerna, Centerledaren Annie Lööf, har inte stängt dörren helt - varken till S eller Alliansen. ",1,19
2229,dark-10747121_part01_page008.jpg,https://datalab.kb.se/dark-10747121#1-8-ARTICLE74742838-ZONE1146016014,8,"I början av nästa vecka kommer Andreas Norlén med besked örn hur nästa steg i processen att bilda en regering ska se ut. ”Jag kommer framför allt att fortsätta föra informella samtal med alla partiledare. Detta kommer jag att göra i dag och under helgen. Därefter, i början av nästa vecka, återkommer jag med besked örn nästa steg i processen”, skriver Andreas Norlén. Att Sverige ska få en regering innan jul är långt ifrån klart. Men rent formellt kan talmannen planera in en tredje statsministeromröstning redan nästa vecka och en fjärde under mellandagarna eller veckan efter nyår. ",1,19
2230,dark-10747121_part01_page008.jpg,https://datalab.kb.se/dark-10747121#1-8-ARTICLE74742838-ZONE1146016012,8,"gens hemsida konstaterade Norlén att riksdagspartierna driver landet närmare ett extraval. ”Jag beklagar det och jag kommer att göra allt jag kan för att förhindra det, men örn partierna väljer extra val framför att agera på ett sätt som ger Sverige en ny regering kommer jag inte att stå i vägen för dem”. ",1,19
2231,dark-10747121_part01_page008.jpg,https://datalab.kb.se/dark-10747121#1-8-ARTICLE74742838-ZONE1146015984,8,"Stämningen i Alliansen var lite kylslagen under veckan som C och L förhandlade med S, men nu har alliansledarna Ulf Kristersson (M), Annie Lööf (C), Jan Björklund (L) och Ebba Busch Thor (KD) återupptagit kontakten. ",1,19
2233,dark-10747121_part01_page008.jpg,https://datalab.kb.se/dark-10747121#1-8-ARTICLE74742838-ZONE1146016010,8,"För talmannen väntar nu att lägga fram kandidat nummer tre, som kan vara samma person som någon av de tidigare. Fälls ett fjärde förslag väntar nyval, något talmannen redan börjat planera för. Direkt efter fredagens omröstning träffade talmannen Andreas Norlén Valmyndigheten för att orientera sig inför ett eventuellt extraval. I en kommentar på riksda¬ ",1,19
2235,dark-10747121_part01_page009.jpg,https://datalab.kb.se/dark-10747121#1-9-ARTICLE74742841-ZONE1146016075,9,"Upplev det själv, och beställ dina underkläder idag på Bamigo.com. ",1,87
2241,dark-10747121_part01_page009.jpg,https://datalab.kb.se/dark-10747121#1-9-ARTICLE74742841-ZONE1146016074,9,"En lyckad dag börjar med Bamigos underkläder i bambu. T-shirtarna, boxershortsen och strumporna är bekväma, mjuka, och av högsta kvalitet. De stilrena underkläderna i bambu från Bamigo har en andningsbar effekt och perfekt passform vilket gör att de känns som ett andra skinn. ",1,87
38,dark-10747121_part01_page010.jpg,https://datalab.kb.se/dark-10747121#1-10-ARTICLE74742681-ZONE1146013579,10,"Katowice. Under fredagen sorn skulle vara slutdagen för FN:s klimatmöte pågick ett intensivt förhandlingsarbete. Fortfarande framåt kvällen var mycket oklart. -Jag tror det blir en lång natt, säger Johanna Lissinger Peitz, Sveriges chefsförhandlare. ",1,20
33,dark-10747121_part01_page010.jpg,https://datalab.kb.se/dark-10747121#1-10-ARTICLE74742684-ZONE1146013629,10,"Mycket hänger nu på örn de två länderna kommer att lyckas med att fullfölja regelboken i den anda som präglade Parisöverenskommelsen för tre år sedan. Han noterar att Kina hittills har hållit en låg profil i förhandlingarna, men att man vid slutet av förhandlingarna har ett bättre begrepp örn var de står. En återkommande tvistefråga är att Kina vill hålla fast vid den gamla uppdelningen som fanns före Paris, mellan u-länder och i-länder, där Kina själv vill räknas in bland utvecklingsländerna. Karoliina Hurri, som forskar örn Kina och klimatet vid Helsingfors universitet, säger att Kina faktiskt är ett u-land, men samtidigt också ett starkt industriellt tillväxtland. Inte minst på fömybar energi, som man nu är störst i världen på. -Att Kina vill tillhöra gruppen utvecklingsländer kan verka förvånande, men det finns ekonomiska fördelar med det, bland annat i form av finansstöd, säger Karoliina Hurri. Camilla Bom, vid tankesmedjan ",1,21
44,dark-10747121_part01_page010.jpg,https://datalab.kb.se/dark-10747121#1-10-ARTICLE74742684-ZONE1146013640,10,"Det är inte mycket Kina kan göra åt det. Men trots frustrationen krävs stor självdisciplin, menar Li Shuo, för det ligger i kinesiskt intresse att Katowice betraktas som en framgång. Kina har många spänningar och problem med väst. Men klimatet har varit ett av de mer lovande områdena för samarbete, där Kina har uppvisat någon form av ”soft power”.wer”. -Så örn det finns något område där Kina ska gå framåt och inte backa, så är det klimatpolitiken, säger Li Shuo. Karoliina Hurri säger att trots att Kina släpper ut mest växthusgaser av alla länder, genomför man mer ambitiösa klimatåtgärder än vad folk i allmänhet tror. -Men de vill inte leda ensamma utan väntar på en stark partner, som EU. Kina är helt ense örn 1,5-gradersmålet, men anser att miljöåtgärder även måste ha en ekonomisk nytta. De vill inte sätta sin ekonomiska tillväxt på spel. EU:s och Kinas stora betydelse framgick när FN-chefen Antonio Guterres anlände till Katowice i onsdags för att försöka få dessa två att kompromissa örn ordalydelsen i en sluttext för klimatmötet. Camillo Bom tror att Saudiarabien tydligt uppmuntrades av USA när man motsatte sig att mötet i Katowice skulle ”välkomna” larmrapporten från FN. -Hur Kina kommer att agera under mötet är mycket viktigt för den slutliga överenskommelsen, säger Camilla Bom. ",1,21
34,dark-10747121_part01_page010.jpg,https://datalab.kb.se/dark-10747121#1-10-ARTICLE74742684-ZONE1146013628,10,"ena är ambitionerna, som sattes upp redan i Parisavtalet - Kina befinner sig i själva verket i en bra position för att överträffa sina existerande målsättningar. Så frågan är örn Kina kan stå för detta ledarskap och dra med sig andra länder. I den så kallade regelboken finns flera saker som är särskilt viktiga för Kina. Det var i Paris för tre år sedan som Barack Ohama och Xi Jinping tillsammans skissade inledningen till regelboken. ",1,21
35,dark-10747121_part01_page010.jpg,https://datalab.kb.se/dark-10747121#1-10-ARTICLE74742684-ZONE1146013624,10,"• Bland de stormakter som deltar i överläggningarna på klimatmötet i den polska staden Katowice har Kina varit ett land som har legat anmärkningsvärt lågt. Det finns ingen entydig förklaring till denna låga kinesiska profil. Men Östasienschefen för Greenpeace, Li Shuo, som själv är kines och har god insyn i förhandlingsspelet, menar att orsaken i varje fall inte är att Kina har sänkt sina ambitioner för att minska sitt fossila avtryck i atmosfären. -Kina är ju det land som släpper ut mest växthusgaser i världen och spelar givetvis därmed en avgörande roll på klimatmötet, säger Li Shuo till DN. Att Kina skulle spela en ledarroll förväntades allmänt, framhåller han, på två viktiga punkter: den ",1,21
36,dark-10747121_part01_page010.jpg,https://datalab.kb.se/dark-10747121#1-10-ARTICLE74742684-ZONE1146013617,10,"Katowice. Trots att USA är på väg att lämna Parisavtalet har man ett stort inflytande över överläggningarna på klimatmötet. Det uppfattas som djupt orättvist, inte minst från Kinas sida, säger Li Shuo, högste klimatansvarig för miljöorganisationen Greenpeace i östra Asien. ",1,21
37,dark-10747121_part01_page010.jpg,https://datalab.kb.se/dark-10747121#1-10-ARTICLE74742681-ZONE1146013581,10,"• En av huvuduppgifterna för mötet är att enas örn en regelbok som ska göra det möjligt att mäta och jämföra ländernas arbete för att bromsa klimatförändringen. Den är till stora delar teknisk och handlar örn hur till exempel utsläpp ska mätas och redovisas. Nya förslag på formuleringar till ett slutdokument som mötet tick ta ställning till kom sent på torsdagskvällen. -Det var en konsultation i torsdags kväll efter att ordförandeskapet hade presenterat en sammanslagning av all text. Efter det var det en ganska lång runda där alla länder fick uttrycka sina synpunkter. Det blev en lång lista, säger Johanna Lissinger Peitz, Sveriges chefsförhandlare och en av EU:s tre förhandlare. Den långa listan handlade örn det som länge varit nyckelfrågor; stöd till mindre utvecklade länder när det gäller rapportering och också att de ska kunna få längre tid på sig i omställning och att fasa in detaljer i rapportering. Under fredagen har en rad möten ställts in och korridorerna surrar av rykten örn vad det betyder. -Ordföranden har sagt att han ska ha konsultationer på bilateral nivå för att få en tydlig bild av problemen. Det pågår fortfarande, nästa steg är oklart. Man kan anta att det blir en ny text men när den blir vet inte jag, säger hon vid 18-tiden. Enligt experter återstod i den nya texten mångå frågor att lösa: finansieringsfrågan ansågs vara långt ifrån en överenskommelse, däremot hade förslagen kommit längre när det gällde hur utsläpp ska mätas och redovisas. - Det tar sin tid. Det är en oerhört komplex materia att arbeta med, ändrar man på ett ställe måste man kanske ändra på andra ställen, säger Johanna Lissinger Peitz. Hon är en rutinerad förhandlare och har deltagit i många av FN:s klimatkonferenser. Hon har varit på plats i Katowice i nära två veckor och har innan dess deltagit i en rad förmöten. -Jag tycker att det har varit en ton av att man försöker komma överens. -Jag låter hellre det här ta tid så att ordförande kan presentera någonting som reflekterar ländernas prioriteringar, det är bättre än att hasta fram något, säger hon. Johanan Lissinger Peitz vill inte spekulera i hur lång tid mötet kommer att pågå men säger: -Jag tror att det bli en ganska lång natt. ",1,20
32,dark-10747121_part01_page010.jpg,https://datalab.kb.se/dark-10747121#1-10-ARTICLE74742684-ZONE1146013634,10,"E3G i London, som har som mål att skynda på utvecklingen till en fossilfri framtid, tror dock att Kina inser att de måste övergå till en mer universell ordning; eftersom det krävs för att hantera klimatriskerna. - Kina har också börjat investera så mycket i den förnybara typen av energi, och de ser att det ligger i deras nationella intresse, den är renare, mer modern och ger fler möjligheter. Hon noterar att Kinas koldioxidutsläpp har ökat något det senaste året, efter att ha minskat i några år. -Det är inte en positiv sak, men sammantaget är de på god väg att kraftigt överträffa sina utsläppsmål enligt Parisavtalet. Det ser olika ut i olika delar av Kina, i några städer är det väldigt låga koldioxidutsläpp. Kina är på väg att fasa ut kolet, därför att de vet att de inte kan leva i så smutsiga städer. Den geopolitiska vindkantringen i världen, där Donald Trump har vänt ryggen åt internationellt samarbete och har deklarerat USA:s avsikt att dra sig ur klimatavtalet från Paris, påverkar förstås stämningen på COP24-mötet. - Det här skapar en känsla av en grundläggande orättvisa hos den kinesiska sidan och en del utvecklingsländer. Förhandlingarna gäller regler som kommer att omfatta alla länder som är parter i Parisavtalet men i framtiden inte USA. Och ändå är USA med och förhandlar om det som ska gälla, och har stort inflytande över det, säger Li Shuo från Greenpeace. ",1,21
71,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013851,11,Ströms Woman. Skärp i 20 olika färger med spänne eller kedja. Julpris från 599 kr (ord. pris från 799 kr).,1,22
69,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013825,11,"Lauren. Blommig, marinblå dampyjamas i bomull och mysig fleece morgonrock i marinblå eller offwhite. Pris pyjamas 1399 kr, morgonrock 1099 kr. ",1,22
68,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013827,11,"Ströms Man. Stilren och lyxig mössa i 100% cashmere. Finns i färgerna nävy, ljusgrå, mörkgrå, beige och denimblå. Julpris 599 kr (ord. pris 799 kr). ",1,22
66,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013832,11,Ströms Woman. Stilig slip-in loafer att användas inom- eller utomhus. Finns i 4 färger. Julpris 1 399 kr (ord. pris 1 699 kr).,1,22
65,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013836,11,"Hansen & Jacob. Cardigan med hel-zip i 100% extrafin merino, finns i 3 färger. Julpris 1 399 kr (ord. pris 1799 kr). ",1,22
76,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013822,11,"Busnel. Mössa och halsduk för henne i 100% merinoull. Finns i 4 färger. Pris mössa 999 kr, halsduk 1 499 kr. ",1,22
64,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013833,11,Tiger of Sweden. Stilren herrnecessär i skinn. Finns i brun och svart. Julpris 1199 kr (ord. pris 1 399 kr).,1,22
67,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013835,11,Polo Ralph Lauren. Lyxig presentask med 2 par boxershorts i skön bomullsstretch. Julpris 499 kr (ord. pris 599 kr).,1,22
74,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013846,11,"Gant. Mjukt och skönt till julen, dam-hoodie och byxa i nävy eller grå. Pris hoodie 1299 kr, byxa 899 kr. Julpris hoodie + byxa 1999 kr. ",1,22
75,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742686-ZONE1146013853,11,Ströms Man. Box med 5 par dressade strumpor i en tålig ullblandning. Julpris 499 kr (ord. pris 695 kr).,1,22
96,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013843,11,Gaucho. Damhandskar i mjukaste nappa med ullfoder. Finns i 13 olika färger.,1,22
87,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013838,11,Stenströms. Klassiker i ny tappning. Sofistikerade flanellskjortor med mjuk och behaglig känsla. Julpris 1199 kr (ord. pris 1 399 kr).,1,22
79,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013840,11,Ströms Woman. Skön cashmeretröja i 5 modeller och 7 vackra färger. Julpris 1799 kr (ord. pris 2199 kr).,1,22
77,dark-10747121_part01_page011.jpg,https://datalab.kb.se/dark-10747121#1-11-ARTICLE74742603-ZONE1146013848,11,Ströms Man. Skoblock i cederträ suger ut fukt och ger skorna ett längre liv. Julpris 2 par för 699 kr (ord. pris 499 kr/st).,1,22
137,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014103,12,"ACLIMA WARMWOOL WINDSTOPPER LONGSHORTS Varma shorts i en längre modell. Tillverkat av Total Easy Care (TEC) - behandlad merinoull, vilket gör shortsen extra mjuka. Dam-och herrmodell. ",1,22
135,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014083,12,"Fleecetröja i ett skönt och tekniskt material som värmer samt ger maximal rörelsefrihet och komfort. Multifunktionellt mellanlager, i en kroppsnära passform, som passar bra året runt. Finns i flera färger. ",1,22
121,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742624-ZONE1146014125,12,LUNDHAGS SPIKE ICE CLAW CE-certifierade isdubbar med handtag i hårdplast. Plasthållare till dubbarna samt en visselpipa ingår.,1,22
113,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014053,12,ACLIMA FORESTER CAP Varm mössa i merinoull. Finns i flera färger. Unisexmodell.,1,22
108,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742624-ZONE1146014058,12,Robust och isolerad mugg (473 mi) som passar till både kall och varm dryck. Finnsj flera färger.,1,22
105,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742624-ZONE1146014066,12,Stilren walkingkänga med dragkedja på insidan av skaftet. Yttersula med 16 ståldubbar.,1,22
138,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014111,12,"Flexibel och mångsidig pannlampa för träning och tävling. 500 lumen, extremt vädertålig och dubbla batteripack. ",1,22
136,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742689-ZONE1146014130,12,ALEWALDS STAVFODRAL,1,22
141,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014093,12,"Varm underställsbyxa i 200 grams merinoull ett naturmaterial som är fukttransporterande, motverkar dålig lukt och värmer även örn du blir blöt. Finns i flera färger. ",1,22
140,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014099,12,THERMOPOC THERMOPÅSE DUN,1,22
142,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014100,12,"Isolerande mobilfodral som gör att batteriet klarar kylan bättre. Passar de flesta mobiler på marknaden, 100x189 mm. ",1,22
143,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014048,12,"OSPREY TEMPEST 20/TALON 22 Talon är gjord för att vara lätt, bekväm, hållbar och mycket mångsidig, Oavsett aktivitet sitter Talon tryggt på din rygg. Finns i flera färger. Dam- och herrmodell ",1,22
144,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014124,12,"Innehåller brännare, kokkärl, gas (100g), kaffepress och lemmelkaffe (50g). ",1,22
149,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014101,12,"LIGHT MY FIRE LIMITED EDITION SWEDISH FIRESTEEL 2.0 SCOUT Självlysande eldstål. Tänder gasgrillar, gasspisar och brasor snabbt och enkelt. ",1,22
150,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014091,12,Tofflor med ovandel och innersula i värmande ullmix. Lätt och smidig yttersula med god stötupptagningsförmåga för bästa komfort. Dam-och herrmodell.,1,22
151,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014063,12,"Underställströja i 200 grams merinoull - ett naturmaterial som är fukttransporterande, motverkar dålig lukt och värmer även örn du blir blöt. Finns i flera färger. Dam- och herrmodell. ",1,22
160,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742624-ZONE1146014044,12,W BRIDGET MIDWEIGHT FLANNEL LS Långärmad skjorta i en lättare flanell som torkar snabbt örn den blir blöt. Finns i flera färger. Dammodell.,1,22
139,dark-10747121_part01_page012.jpg,https://datalab.kb.se/dark-10747121#1-12-ARTICLE74742687-ZONE1146014094,12,Dam- och herrmodell.,1,22
215,dark-10747121_part01_page013.jpg,https://datalab.kb.se/dark-10747121#1-13-ARTICLE74742665-ZONE1146014289,13,"Säpochefen Klas Friberg bekräftade på torsdagen att ett tips från utlandet var anledningen till denna stora polisinsats som gjordes i Västsverige, bland annan i Lilla Edet, Ale kommun och Göteborgsförorten Biskopsgården under torsdagen, då 22-åringen greps och flera andra personer togs in för förhör. Den häktades advokat Michael Hansson sade att han inte var särskilt överraskad över tingsrättens beslut, men betonade att hans klient inte ändrat inställning utan nekar till brott och att anklagelserna tagit hårt på honom. - Det är tufft att vara häktad i Sverige, sade Hansson. Den terrormisstänkte är född ",1,23
213,dark-10747121_part01_page013.jpg,https://datalab.kb.se/dark-10747121#1-13-ARTICLE74742665-ZONE1146014282,13,Den 22-årige nian från Lilla Edet som greps misstänkt för terroristbrott har nu häktats.,1,23
212,dark-10747121_part01_page013.jpg,https://datalab.kb.se/dark-10747121#1-13-ARTICLE74742665-ZONE1146014283,13,"• 22-åringen såg tagen ut när han i kriminalvårdens kläder fördes in i säkerhetssalen i Göteborgs tingsrätt. Med ansiktet sänkt mot skrivbordet framför sig dröjde han sig kvar i flera minuter efter att domstolen förklarat honom på sannolika skäl häktad för stämpling till terroristbrott samt grovt vapenbrott. Brotten ska ha begåtts i en kommun i Västsverige eller på annan plats i Sverige under tiden den 1 september till 12 december. - Det här i lindan av en stor utredning och det är många åtgärder som kommer att behöva göras, sade åklagaren Henrik Olin. ",1,23
210,dark-10747121_part01_page013.jpg,https://datalab.kb.se/dark-10747121#1-13-ARTICLE74742665-ZONE1146014287,13,"Olin ville inte ge några detaljer kring utredning eller säga något örn man hittat vapen vid tillslaget mot 22-åringen. -Ett vapenbrott förutsätter inte ett faktiskt beslag, men det är mer en allmän reflektion, sade åklagaren, som heller inte ville uttala sig örn var det misstänkta terrorbrottet skulle äga rum. ",1,23
209,dark-10747121_part01_page013.jpg,https://datalab.kb.se/dark-10747121#1-13-ARTICLE74742665-ZONE1146014296,13,"i land i Mellanöstern och kom till Sverige för fyra år sedan. Han beviljades permanent uppehållstillstånd 2016 och bor tillsammans med sin familj i Västsverige Åklagare Henrik Olin sade efter häktningsförhandlingen att de förhör som hållits gett honom en klarare bild av vad som hänt, men att det kan ta ”en tid” innan man har bilden helt klar för sig. Mohlin ville inte uttala sig örn huruvida tillslaget i torsdags avvärjt ett eventuellt terrorattentat eller hur nära förestående det skulle ha varit. -Jag kan precis som säkerhetspolisen gått ut med i ett pressmeddelande konstatera att man inte höjt risken i den skala som finns för risk för terrorhot i Sverige, sade Olin. Han konstaterade också att i nuläget är ingen av de andra personer som förhörts misstänkta för brott. ",1,23
208,dark-10747121_part01_page013.jpg,https://datalab.kb.se/dark-10747121#1-13-ARTICLE74742662-ZONE1146014309,13,"Migrationsverkets generaldirektör Mikael Ribbenvik varnar i ett brev till riksdagen för M och KD:s nedskärningar. Kostnaderna kan öka med en miljard kronor. ”Köerna, handläggningstidema och antalet inskrivna i mottagningssystemet skulle öka mycket kraftigt”, står det i brevet som TT tagit del av. Generaldirektören varnar också för vad han kallar ett absurt scenario då en för stram finansiering skulle leda till att Migrationsverket behöver säga upp många anställda 2019, för att sedan rekrytera igen 2020. tt ",1,24
184,dark-10747121_part01_page013.jpg,https://datalab.kb.se/dark-10747121#1-13-ARTICLE74742662-ZONE1146014306,13,"Bredbandsleverantören Bahnhof är inte skyldig att ge polisen tillgång till uppgifter örn vissa abonnemang - men måste däremot lämna ut andra, enligt en dom i kammarrätten. Bahnhof behöver inte lämna uppgifter örn abonnemang som sparats på grund av den skyldighet att lagra uppgifter för brottsbekämpande ändamål som kammarrätten 2017 bedömt stred mot EU-rätten. Bahnhof ska däremot lämna ut uppgifter örn de abonnemang som sparats enligt de regler som tillämpas nu och som gäller misstanke örn brott, tt ",1,25
211,dark-10747121_part01_page013.jpg,https://datalab.kb.se/dark-10747121#1-13-ARTICLE74742665-ZONE1146014286,13,"Ursprungligen delgavs 22-åringen även misstanke örn förberedelse till terroristbrott, men åklagaren valde att endast begära honom häktad för stämpling. Begreppet innebär att en person åtar sig att utföra ett brott eller uppmanar andra att göra det. ",1,23
227,dark-10747121_part01_page014.jpg,https://datalab.kb.se/dark-10747121#1-14-ARTICLE74742721-ZONE1146014473,14,"Men det finns en väsensskillnad mellan till exempel de nya Millenniumböckerna, skrivna av David Lagercrantz, och muminpyttipanna. Lagercrantz har skrivit fristående fortsättningar på Stieg Larssons verk, där han ensam är författaren. Örn det kan man tycka vad man vill, men böckerna går inte att blanda ihop. Bonnier Carlsen däremot skriver på sin hemsida att ”Sagor från Mumindalen” har tre författare: Cecilia Davidsson, Alex Haridi och Tove Jansson (som ligger på Sandudds begravningsplats i Helsingfors). Muminpyttipannan presenteras som en del av serien ”Mumintrollen”,len”, där också Tove Janssons original ingår. Ingen skillnad görs på de ursprungliga verken och omarbetningarna. I ”Muminpappans memoarer” möter vi klippdassarna - ett slags gnagare med klibbiga tassar som omöjligt kan låta bli att gnaga och bita i allt de ser. Den enda som lyckas få bukt med dem är hemulens moster. Allt man kan önska är att hemulens moster nu träder in och tvingar de klåfingriga klippdassarna i skamvrån. Där får de stå med svansen i fyrtiofem graders vinkel tills de lär sig att sluta lägga sina klibbiga tassar på allt de ser. Låt dem leka uppbyggliga lekar under hemulmosterns ledning i stället. ",1,24
228,dark-10747121_part01_page014.jpg,https://datalab.kb.se/dark-10747121#1-14-ARTICLE74742721-ZONE1146014465,14,"För några år sedan handlade jag julklappar i Akademibokhandeln i Stockholm, denna gång åt min dotter. Jag ville ha Pelle Svanslös, men Akademibokhandeln hade inte ett enda originalexemplar av Gösta Knutsson. Det fanns bara nya versioner, skrivna ”efter Gösta Knutssons berättelser örn Pelle Svanslös”. Samma förlag, Bonnier Carlsen, kommer nu ut med ”Sagor från Mumindalen”. Det är en omarbetad version för mindre barn, baserad på Tove Janssons ”Småtrollen och den stora översvämningen” och ”Trollkarlens hatt”. Expressens litteraturkritiker Annina Rabe kallar den här kopieringslitteraturen karaokekultur. Rysansvärd idioti kunde den också kallas. Att kannibalisera på kända namn i stället för att satsa på att ta fram nya barnboksförfattare - vilket tar lång tid och saknar garantier för att lyckas - är helt klart en bra idé kommersiellt. Men det säger inte Bonnier Carlsen. På sin hemsida skriver de att böckerna i denna kannibalgenre är en del i förlagets satsning på ”att ta fram nya berät¬ ",1,24
229,dark-10747121_part01_page014.jpg,https://datalab.kb.se/dark-10747121#1-14-ARTICLE74742721-ZONE1146014469,14,"telser örn Mumintrollen för nästa generation Muminälskare”. Förlaget kunde hellre skriva: ”Vi tror att barn är dumma och inte klarar av litteratur i dess originalform, och vi vill samtidigt göra stålar genom att utnyttja Tove Janssons namn och de gulliga mumintrollen. Vi tog några romaner och gjorde muminpyttipanna på dem.” Varken Tove Jansson eller Astrid Lindgren var främmande för merkantila värden. De visste att de hade skapat ett varumärke, något de utnyttjade maximalt. Det gjorde dem ekonomiskt oberoende. Eftersom de själva skrev sina böcker finns det inte så mycket att vara upprörd över på den punkten. I dag innehas rättigheterna av andra. Förlagen har avtalat med rättighetsinnehavarna, kannibalgenren är fullständigt laglig. ",1,24
230,dark-10747121_part01_page014.jpg,https://datalab.kb.se/dark-10747121#1-14-ARTICLE74742721-ZONE1146014462,14,"Robinson Crusoe var en av mina favoritböcker som barn. Jag läste örn den flera gånger. Att tvingas överleva på en öde ö, bygga palissader och ständigt spana ut över oceanen efter en båt. Att inte veta örn man någonsin kommer därifrån. Min fantasi eggades oerhört av tanken. Långt senare fattade jag att det också är en roman fylld med mossigheter och rasistiska stereotyper. Mycket bra att fördjupa sig i för att förstå hur det kommer sig att rasism existerar. Ingen som har läst örn hur Robinson räddar en vilde, döper honom till Fredag och civiliserar honom kan ha svårt att förstå hur den vite mannens uppfattning örn sin kulturella överlägsenhet har byggts upp. Min gudson är nu tillräckligt gammal för att läsa romaner, och jag beslöt att köpa honom Robinson Crusoe i julklapp. Det visade sig att den svenska översättningen av originalversionen bara finns i antikvariat. Bokhandlarna erbjuder lättlästa versioner och bilderböcker. ",1,24
297,dark-10747121_part01_page015.jpg,https://datalab.kb.se/dark-10747121#1-15-ARTICLE74742767-ZONE1146014928,15,"Kontinentalsäng Cape Farewell Comfort i tyg Romo med bäddmadrass Fiord Sense och ben, 180x200 cm 29.995 - Huvudgavel Avon L, B180 cm 6.995&gt; ",1,25
296,dark-10747121_part01_page015.jpg,https://datalab.kb.se/dark-10747121#1-15-ARTICLE74742760-ZONE1146014891,15,"Fiberkudde Dagg i polyestermicrofiber och yttertyg av bomullscambric, 50x60 cm fr. 149 - Fibertäcke Dagg i polyestermicrofiber och yttertyg av bomullscambric, 150x210 cm fr. 499 - ",1,25
295,dark-10747121_part01_page015.jpg,https://datalab.kb.se/dark-10747121#1-15-ARTICLE74742769-ZONE1146014949,15,"Kontinentalsäng Roma i tyg Roma grey, inkl. bäddmadrass, huvudgavel, metallben, 160x200 cm Paketpris 8.995:- (11.290;-) ",1,25
299,dark-10747121_part01_page015.jpg,https://datalab.kb.se/dark-10747121#1-15-ARTICLE74742763-ZONE1146014909,15,"Kontinentalsäng Active Response Energy i tyg Mood ljusgrå med bäddmadrass och 12 cm metallben, 180x200 cm 17.995:- (29.995;-) Huvudgavel Active Response, B180 cm 2.995:- (3.995:-) ",1,25
